1:COR:&&(boolean,boolean):==(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@excludeField(java.lang.reflect.Field,boolean,com.google.gson.internal.Excluder):67:2478:!excluder.excludeClass(f.getType(), serialize) && !excluder.excludeField(f, serialize) |==> !excluder.excludeClass(f.getType(), serialize) == !excluder.excludeField(f, serialize)
25:COR:<IDENTIFIER(boolean)>:FALSE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@write(com.google.gson.stream.JsonWriter,java.lang.Object):122:4782:jsonAdapterPresent |==> false
26:COR:<IDENTIFIER(boolean)>:TRUE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@write(com.google.gson.stream.JsonWriter,java.lang.Object):122:4782:jsonAdapterPresent |==> true
27:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@write(com.google.gson.stream.JsonWriter,java.lang.Object):124:4915:t.write(writer, fieldValue); |==> <NO-OP>
28:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@read(com.google.gson.stream.JsonReader,java.lang.Object):129:5143:fieldValue != null |==> true
29:COR:||(boolean,boolean):!=(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@read(com.google.gson.stream.JsonReader,java.lang.Object):129:5132:fieldValue != null || !isPrimitive |==> fieldValue != null != !isPrimitive
30:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@read(com.google.gson.stream.JsonReader,java.lang.Object):129:5132:fieldValue != null || !isPrimitive |==> fieldValue != null
31:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@read(com.google.gson.stream.JsonReader,java.lang.Object):129:5154:fieldValue != null || !isPrimitive |==> !isPrimitive
32:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@read(com.google.gson.stream.JsonReader,java.lang.Object):129:5151:fieldValue != null || !isPrimitive |==> true
33:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@read(com.google.gson.stream.JsonReader,java.lang.Object):130:5180:field.set(value, fieldValue); |==> <NO-OP>
34:COR:<IDENTIFIER(boolean)>:FALSE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@writeField(java.lang.Object):134:5342:serialized |==> false
35:COR:<IDENTIFIER(boolean)>:TRUE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@writeField(java.lang.Object):134:5342:serialized |==> true
36:LVR:FALSE:TRUE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@writeField(java.lang.Object):134:5361:false |==> true
37:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$1@writeField(java.lang.Object):136:5440:fieldValue != value |==> true
38:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):143:5720:raw.isInterface() |==> false
39:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):143:5720:raw.isInterface() |==> true
40:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):148:5809:raw != Object.class |==> true
41:LVR:TRUE:FALSE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):151:5959:true |==> false
42:LVR:FALSE:TRUE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):152:6016:false |==> true
43:COR:&&(boolean,boolean):==(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):153:6036:!serialize && !deserialize |==> !serialize == !deserialize
44:COR:&&(boolean,boolean):FALSE(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):153:6047:!serialize && !deserialize |==> false
45:COR:&&(boolean,boolean):LHS(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):153:6036:!serialize && !deserialize |==> !serialize
46:COR:&&(boolean,boolean):RHS(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):153:6050:!serialize && !deserialize |==> !deserialize
47:LVR:TRUE:FALSE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):156:6124:true |==> false
48:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):156:6104:field.setAccessible(true); |==> <NO-OP>
49:LVR:0:POS:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):160:6335:0 |==> 1
50:LVR:0:NEG:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):160:6335:0 |==> -1
51:ROR:<(int,int):<=(int,int):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):160:6338:i < fieldNames.size() |==> i <= fieldNames.size()
52:ROR:<(int,int):FALSE(int,int):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):160:6340:i < fieldNames.size() |==> false
53:LVR:0:POS:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):162:6430:0 |==> 1
54:LVR:0:NEG:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):162:6430:0 |==> -1
55:ROR:!=(int,int):<(int,int):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):162:6425:i != 0 |==> i < 0
56:ROR:!=(int,int):>(int,int):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):162:6425:i != 0 |==> i > 0
57:ROR:!=(int,int):TRUE(int,int):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):162:6427:i != 0 |==> true
58:LVR:FALSE:TRUE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):162:6445:false |==> true
59:STD:<ASSIGN>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):162:6433:serialize = false; |==> <NO-OP>
60:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):166:6710:previous == null |==> false
61:STD:<ASSIGN>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):166:6719:previous = replaced; |==> <NO-OP>
62:ROR:!=(java.lang.Object,java.lang.Object):TRUE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):168:6771:previous != null |==> true
63:STD:<ASSIGN>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):173:6938:type = TypeToken.get($Gson$Types.resolve(type.getType(), raw, raw.getGenericSuperclass())); |==> <NO-OP>
64:STD:<ASSIGN>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory@getBoundFields(com.google.gson.Gson,com.google.gson.reflect.TypeToken<?>,java.lang.Class<?>):174:7036:raw = type.getRawType(); |==> <NO-OP>
65:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):204:8122:in.peek() == JsonToken.NULL |==> false
66:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):205:8151:in.nextNull(); |==> <NO-OP>
67:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):212:8261:in.beginObject(); |==> <NO-OP>
68:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):216:8421:field == null |==> false
69:COR:||(boolean,boolean):!=(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):216:8415:field == null || !field.deserialized |==> field == null != !field.deserialized
70:COR:||(boolean,boolean):LHS(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):216:8415:field == null || !field.deserialized |==> field == null
71:COR:||(boolean,boolean):RHS(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):216:8432:field == null || !field.deserialized |==> !field.deserialized
72:COR:||(boolean,boolean):TRUE(boolean,boolean):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):216:8429:field == null || !field.deserialized |==> true
73:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):217:8467:in.skipValue(); |==> <NO-OP>
74:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):219:8514:field.read(in, instance); |==> <NO-OP>
75:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@read(com.google.gson.stream.JsonReader):227:8740:in.endObject(); |==> <NO-OP>
76:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):232:8880:value == null |==> false
77:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):233:8899:out.nullValue(); |==> <NO-OP>
78:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):237:8947:out.beginObject(); |==> <NO-OP>
79:COR:<METHOD_INVOCATION(boolean)>:FALSE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):240:9074:boundField.writeField(value) |==> false
80:COR:<METHOD_INVOCATION(boolean)>:TRUE:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):240:9074:boundField.writeField(value) |==> true
81:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):241:9097:out.name(boundField.name); |==> <NO-OP>
82:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):242:9136:boundField.write(out, value); |==> <NO-OP>
83:STD:<CALL>:<NO-OP>:com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter@write(com.google.gson.stream.JsonWriter,T):248:9282:out.endObject(); |==> <NO-OP>
