language,project,bug_id,raw_mapping,is_no_operator,strict_eligible,operators,unresolved_labels,mapping_id
Java,csv,Csv3,"CI[36],MRV[145],LOR[58]",False,True,CI;LOR;MRV,,Java::csv::Csv3
Java,csv,Csv4,"CI[36],LOR[58],MRV[145],MCR[2]",False,True,CI;LOR;MCR;MRV,,Java::csv::Csv4
Java,csv,Csv5,CI[36],False,True,CI,,Java::csv::Csv5
Java,csv,Csv6,CI[36],False,True,CI,,Java::csv::Csv6
Java,csv,CSV7,"AIS[218],CI[36]",False,True,AIS;CI,,Java::csv::CSV7
Java,csv,csv8,"CI[36],MCR[2],FLI[205],SI[77],DOM[?]",False,True,CI;FLI;MA;MCR;SI,,Java::csv::csv8
Java,csv,csv9,"AONC[42],CI[36]",False,True,CI,,Java::csv::csv9
Java,csv,Csv10,"RE[196],CI[36],MCR[2]",False,True,CI;MCR,,Java::csv::Csv10
Java,csv,Csv11,"AONC[42],LOR[58]",False,True,LOR,,Java::csv::Csv11
Java,csv,Csv12,MCR[2],False,True,MCR,,Java::csv::Csv12
Java,csv,Csv13,"MCR[2],CI[36]",False,True,CI;MCR,,Java::csv::Csv13
Java,csv,Csv14,LOR[58],False,True,LOR,,Java::csv::Csv14
Java,csv,Csv15,CI[36],False,True,CI,,Java::csv::Csv15
Java,csv,Csv16,"MCR[2],VR[26],MRV[145]",False,True,MCR;MRV;VR,,Java::csv::Csv16
Java,csv,Csv17,MRV[145],False,True,MRV,,Java::csv::Csv17
Java,codec,codec1,"MRV[145],MCR[2]",False,True,MCR;MRV,,Java::codec::codec1
Java,codec,codec2,"MOCS[20],LOR[58]",False,True,LOR;MOCS,,Java::codec::codec2
Java,codec,codec3,"CR[6],SD[28],El[?]",False,True,CR;SD,,Java::codec::codec3
Java,codec,codec4,CR[6],False,True,CR,,Java::codec::codec4
Java,codec,codec5,CI[36],False,True,CI,,Java::codec::codec5
Java,codec,codec6,"WLI[205],VA[200],MRV[145],MCR[2]",False,True,MCR;MRV;VA;WLI,,Java::codec::codec6
Java,codec,codec7,MRV[145],False,True,MRV,,Java::codec::codec7
Java,codec,codec8,DOM[?],False,True,MA,,Java::codec::codec8
Java,codec,codec9,"CI[36],MPM[93]",False,True,CI;MPM,,Java::codec::codec9
Java,codec,codec10,SMRO[52],False,True,SM,,Java::codec::codec10
Java,codec,codec11,no,True,False,,,Java::codec::codec11
Java,codec,codec12,no,True,False,,,Java::codec::codec12
Java,codec,codec13,no,True,False,,,Java::codec::codec13
Java,codec,codec14,no,True,False,,,Java::codec::codec14
Java,codec,codec15,"FLI[205],MCR[2],CI[36]",False,True,CI;FLI;MCR,,Java::codec::codec15
Java,codec,codec16,DS[28],False,True,SD,,Java::codec::codec16
Java,codec,codec17,MCR[2],False,True,MCR,,Java::codec::codec17
Java,codec,codec18,"LOR[58],MPM[93]",False,True,LOR;MPM,,Java::codec::codec18
Java,codec,codec19,"MCR[2],DS[28]",False,True,MCR;SD,,Java::codec::codec19
Java,gson,gson1,CI[36],False,True,CI,,Java::gson::gson1
Java,gson,gson2,"CI[36],CASEI[?]",False,True,CASEI;CI,,Java::gson::gson2
Java,gson,gson3,CI[36],False,True,CI,,Java::gson::gson3
Java,gson,gson4,"LOR[58],CI[36]",False,True,CI;LOR,,Java::gson::gson4
Java,gson,gson5,"LOR[58],CI[36],SR[183]",False,True,CI;LOR;SR,,Java::gson::gson5
Java,gson,gson6,"CI[36],MCR[2],MRV[145]",False,True,CI;MCR;MRV,,Java::gson::gson6
Java,gson,gson7,"CI[36],MCR[2]",False,True,CI;MCR,,Java::gson::gson7
Java,gson,gson8,DS[28],False,True,SD,,Java::gson::gson8
Java,gson,gson9,"LOR[58],DS[28]",False,True,LOR;SD,,Java::gson::gson9
Java,gson,gson10,"SR[183],DS[28]",False,True,SD;SR,,Java::gson::gson10
Java,gson,gson11,no,True,False,,,Java::gson::gson11
Java,gson,gson12,no,True,False,,,Java::gson::gson12
Java,gson,gson13,no,True,False,,,Java::gson::gson13
Java,gson,gson14,"MCR[2],MPM[93]",False,True,MCR;MPM,,Java::gson::gson14
Java,gson,gson15,no,True,False,,,Java::gson::gson15
Java,gson,gson16,no,True,False,,,Java::gson::gson16
Java,gson,gson17,no,True,False,,,Java::gson::gson17
Java,gson,gson18,"CI[36],MCR[2],MRV[145]",False,True,CI;MCR;MRV,,Java::gson::gson18
Java,gson,gson19,no,True,False,,,Java::gson::gson19
Java,gson,gson20,MCR[2],False,True,MCR,,Java::gson::gson20
Java,gson,gson21,no,True,False,,,Java::gson::gson21
Java,gson,gson22,no,True,False,,,Java::gson::gson22
Java,gson,gson23,no,True,False,,,Java::gson::gson23
Java,gson,gson24,no,True,False,,,Java::gson::gson24
Java,gson,gson25,no,True,False,,,Java::gson::gson25
Java,chart,chart1,ROR[70],False,True,ROR,,Java::chart::chart1
Java,chart,chart2,no,True,False,,,Java::chart::chart2
Java,chart,chart3,SI[77],False,True,SI,,Java::chart::chart3
Java,chart,chart4,CI[36],False,True,CI,,Java::chart::chart4
Java,chart,chart5,"CI[36],MCR[2],MRV[145]",False,True,CI;MCR;MRV,,Java::chart::chart5
Java,chart,chart6,no,True,False,,,Java::chart::chart6
Java,chart,chart7,MCR[2],False,True,MCR,,Java::chart::chart7
Java,chart,chart8,MPM[93],False,True,MPM,,Java::chart::chart8
Java,chart,chart9,LOR[58],False,True,LOR,,Java::chart::chart9
Java,chart,chart10,MCR[2],False,True,MCR,,Java::chart::chart10
Java,chart,chart11,VR[26],False,True,VR,,Java::chart::chart11
Java,chart,chart12,MCR[2],False,True,MCR,,Java::chart::chart12
Java,chart,chart13,"CR[6],MPM[93]",False,True,CR;MPM,,Java::chart::chart13
Java,chart,chart14,"CI[36],MRV[145]",False,True,CI;MRV,,Java::chart::chart14
Java,chart,chart15,"CI[36],MRV[145]",False,True,CI;MRV,,Java::chart::chart15
Java,chart,chart16,MCR[2],False,True,MCR,,Java::chart::chart16
Java,chart,chart17,MCR[2],False,True,MCR,,Java::chart::chart17
Java,chart,chart18,no,True,False,,,Java::chart::chart18
Java,chart,chart19,"CI[36],SI[77]",False,True,CI;SI,,Java::chart::chart19
Java,chart,chart20,MPM[93],False,True,MPM,,Java::chart::chart20
Java,chart,chart21,no,True,False,,,Java::chart::chart21
Java,chart,chart22,no,True,False,,,Java::chart::chart22
Java,chart,chart23,no,True,False,,,Java::chart::chart23
Java,chart,chart24,VR[26],False,True,VR,,Java::chart::chart24
Java,chart,chart25,no,True,False,,,Java::chart::chart25
Java,chart,chart26,CI[36],False,True,CI,,Java::chart::chart26
Java,collections,collections25,no,True,False,,,Java::collections::collections25
Java,collections,collections26,VR[26],False,True,VR,,Java::collections::collections26
Java,collections,collections27,no,True,False,,,Java::collections::collections27
Java,collections,collections28,no,True,False,,,Java::collections::collections28
Java,collections,collections29,SR[183],False,True,SR,,Java::collections::collections29
Java,collections,collections30,"MCR[2],MRV[145]",False,True,MCR;MRV,,Java::collections::collections30
Java,collections,collections31,SR[183],False,True,SR,,Java::collections::collections31
Java,closure,closure1,BCO[17],False,True,BCO,,Java::closure::closure1
Java,closure,closure2,"CI[36],MCR[2]",False,True,CI;MCR,,Java::closure::closure2
Java,closure,closure3,no,True,False,,,Java::closure::closure3
Java,closure,closure4,MNM[94],False,True,MCR,,Java::closure::closure4
Java,closure,closure5,"CI[36],MRV[145]",False,True,CI;MRV,,Java::closure::closure5
Java,closure,closure6,DOC[16],False,True,DOC,,Java::closure::closure6
Java,closure,closure7,"EII[?],MRV[145]",False,True,EII;MRV,,Java::closure::closure7
Java,closure,closure8,"MA[39],LOR[58]",False,True,LOR;MA,,Java::closure::closure8
Java,closure,closure9,MCR[2],False,True,MCR,,Java::closure::closure9
Java,closure,closure10,MCR[2],False,True,MCR,,Java::closure::closure10
Java,closure,closure11,DOC[16],False,True,DOC,,Java::closure::closure11
Java,closure,closure12,no,True,False,,,Java::closure::closure12
Java,closure,closure13,SR[183],False,True,SR,,Java::closure::closure13
Java,closure,closure14,CR[6],False,True,CR,,Java::closure::closure14
Java,closure,closure15,"BCO[17],MRV[145]",False,True,BCO;MRV,,Java::closure::closure15
Java,closure,closure16,no,True,False,,,Java::closure::closure16
Java,closure,closure17,no,True,False,,,Java::closure::closure17
Java,closure,closure18,LOR[58],False,True,LOR,,Java::closure::closure18
Java,closure,closure19,"CI[?],CFSM[27]",False,True,CFSM;CI,,Java::closure::closure19
Java,closure,closure20,ROR[70],False,True,ROR,,Java::closure::closure20
Java,closure,closure21,no,True,False,,,Java::closure::closure21
Java,closoure,closoure22,no,True,False,,,Java::closoure::closoure22
Java,closure,closure23,no,True,False,,,Java::closure::closure23
Java,closure,closure24,"LOR[58],EII[?]",False,True,EII;LOR,,Java::closure::closure24
Java,closure,closure25,"SR[183],DOL[?],MCR[2]",False,True,MCR;SR,,Java::closure::closure25
Java,closure,closure26,"MCR[2],CI[36],MRV[145]",False,True,CI;MCR;MRV,,Java::closure::closure26
Java,closure,closure27,"MA[39],MCR[2]",False,True,MA;MCR,,Java::closure::closure27
Java,closure,closure28,"MA[39],AA[214]",False,True,AA;MA,,Java::closure::closure28
Java,closure,closure29,no,True,False,,,Java::closure::closure29
Java,closure,closure30,no,True,False,,,Java::closure::closure30
Java,closure,closure31,DOC[16],False,True,DOC,,Java::closure::closure31
Java,closure,closure32,no,True,False,,,Java::closure::closure32
Java,closure,closure33,"CI[36],MRV[145]",False,True,CI;MRV,,Java::closure::closure33
Java,closure,closure34,"MPM[93],LOR[58],CI[36]",False,True,CI;LOR;MPM,,Java::closure::closure34
Java,closure,closure35,"CI[36],MCR[2]",False,True,CI;MCR,,Java::closure::closure35
Java,closure,closure36,"CI[36],MRV[145]",False,True,CI;MRV,,Java::closure::closure36
Java,closure,closure37,no,True,False,,,Java::closure::closure37
Java,closure,closure38,LOR[58],False,True,LOR,,Java::closure::closure38
Java,closure,closure39,"MPM[93],ROR[70],MRV[145]",False,True,MPM;MRV;ROR,,Java::closure::closure39
Java,closure,closure40,MPM[93],False,True,MPM,,Java::closure::closure40
Java,closure,closure41,no,True,False,,,Java::closure::closure41
Java,closure,closure42,no,True,False,,,Java::closure::closure42
Java,closure,closure43,no,True,False,,,Java::closure::closure43
Java,closure,closure44,"EII[?],LOR[58],SI[77]",False,True,EII;LOR;SI,,Java::closure::closure44
Java,closure,closure45,no,True,False,,,Java::closure::closure45
Java,closure,closure46,no,True,False,,,Java::closure::closure46
Java,closure,closure47,no,True,False,,,Java::closure::closure47
Java,closure,closure48,"LOR[58],EII[?]",False,True,EII;LOR,,Java::closure::closure48
Java,closure,closure49,no,True,False,,,Java::closure::closure49
Java,closure,closure50,"LOR[58],CI[36]",False,True,CI;LOR,,Java::closure::closure50
Java,closure,closure51,"LOR[58],MA[39],MRV[145]",False,True,LOR;MA;MRV,,Java::closure::closure51
Java,closure,closure52,LOR[58],False,True,LOR,,Java::closure::closure52
Java,closure,closure53,"CI[36],MCR[2]",False,True,CI;MCR,,Java::closure::closure53
Java,closure,closure54,no,True,False,,,Java::closure::closure54
Java,closure,closure55,"LOR[58],MCR[2]",False,True,LOR;MCR,,Java::closure::closure55
Java,closure,closure56,BCO[17],False,True,BCO,,Java::closure::closure56
Java,closure,closure57,LOR[58],False,True,LOR,,Java::closure::closure57
Java,closure,closure58,CI[36],False,True,CI,,Java::closure::closure58
Java,closure,closure59,"LOR[58],CI[36]",False,True,CI;LOR,,Java::closure::closure59
Java,closure,closure60,"CI[?],CFSM[27],CI[36],MRV[145]",False,True,CFSM;CI;MRV,,Java::closure::closure60
Java,closure,closure61,no,True,False,,,Java::closure::closure61
Java,closure,closure62,"BCO[17],LOR[58]",False,True,BCO;LOR,,Java::closure::closure62
Java,closure,closure64,"MPM[93],MRV[145],LOR[58]",False,True,LOR;MPM;MRV,,Java::closure::closure64
Java,closure,closure65,CR[6],False,True,CR,,Java::closure::closure65
Java,closure,closure66,"EI[?],MCR2]",False,True,EI,,Java::closure::closure66
Java,closure,closure67,ROR[70],False,True,ROR,,Java::closure::closure67
Java,closure,closure68,"BR[140],MCR[2]",False,True,BR;MCR,,Java::closure::closure68
Java,unknown,69,"CI[36],LOR[58],MCR[2]",False,True,CI;LOR;MCR,,Java::unknown::69
Java,unknown,70,MCR[2],False,True,MCR,,Java::unknown::70
Java,unknown,71,"LOR[58],MCR[2]",False,True,LOR;MCR,,Java::unknown::71
Java,unknown,72,"MCR[2],LOR[58]",False,True,LOR;MCR,,Java::unknown::72
Java,unknown,73,ROR[70],False,True,ROR,,Java::unknown::73
Java,unknown,74,no,True,False,,,Java::unknown::74
Java,unknown,75,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::75
Java,unknown,76,no,True,False,,,Java::unknown::76
Java,unknown,77,CI[?],False,True,CI,,Java::unknown::77
Java,unknown,78,SD[28],False,True,SD,,Java::unknown::78
Java,unknown,79,"MPM[93],MCR[2]",False,True,MCR;MPM,,Java::unknown::79
Java,unknown,80,CI[?],False,True,CI,,Java::unknown::80
Java,unknown,81,no,True,False,,,Java::unknown::81
Java,unknown,82,LOR[58],False,True,LOR,,Java::unknown::82
Java,unknown,83,"VA[200],EI[38]",False,True,EI;VA,,Java::unknown::83
Java,unknown,84,no,True,False,,,Java::unknown::84
Java,unknown,85,no,True,False,,,Java::unknown::85
Java,unknown,86,MRV[145],False,True,MRV,,Java::unknown::86
Java,unknown,87,no,True,False,,,Java::unknown::87
Java,unknown,88,no,True,False,,,Java::unknown::88
Java,unknown,89,"CI[36],MCR[2],ROR[70]",False,True,CI;MCR;ROR,,Java::unknown::89
Java,unknown,90,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::90
Java,unknown,91,no,True,False,,,Java::unknown::91
Java,unknown,92,MCR[2],False,True,MCR,,Java::unknown::92
Java,unknown,94,no,True,False,,,Java::unknown::94
Java,unknown,95,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::95
Java,unknown,96,"LOR[58],CI[36]",False,True,CI;LOR,,Java::unknown::96
Java,unknown,97,"VA[200],DTR[5]",False,True,DTR;VA,,Java::unknown::97
Java,unknown,98,no,True,False,,,Java::unknown::98
Java,unknown,99,no,True,False,,,Java::unknown::99
Java,unknown,100,"VA[200],CI[36],LOR[58], MRV[145]",False,True,CI;LOR;MRV;VA,,Java::unknown::100
Java,unknown,101,VA[200],False,True,VA,,Java::unknown::101
Java,unknown,102,SR[183],False,True,SR,,Java::unknown::102
Java,unknown,103,no,True,False,,,Java::unknown::103
Java,unknown,104,MOCS[20],False,True,MOCS,,Java::unknown::104
Java,unknown,105,"VA[200],CI[36],MCR[2]",False,True,CI;MCR;VA,,Java::unknown::105
Java,unknown,106,"MCR[2],CI[36],MRV[145],DOC[16]",False,True,CI;DOC;MCR;MRV,,Java::unknown::106
Java,unknown,107,MCR[2],False,True,MCR,,Java::unknown::107
Java,unknown,108,"MCR[2],LOR[58]",False,True,LOR;MCR,,Java::unknown::108
Java,unknown,109,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::109
Java,unknown,110,no,True,False,,,Java::unknown::110
Java,unknown,111,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::111
Java,unknown,112,no,True,False,,,Java::unknown::112
Java,unknown,113,LOR[58],False,True,LOR,,Java::unknown::113
Java,unknown,114,"LOR[58],EII[?]",False,True,EII;LOR,,Java::unknown::114
Java,unknown,115,no,True,False,,,Java::unknown::115
Java,unknown,116,no,True,False,,,Java::unknown::116
Java,unknown,117,no,True,False,,,Java::unknown::117
Java,unknown,118,"CI[36],CFSM[27]",False,True,CFSM;CI,,Java::unknown::118
Java,unknown,119,CI[?],False,True,CI,,Java::unknown::119
Java,unknown,120,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::120
Java,unknown,121,LOR[58],False,True,LOR,,Java::unknown::121
Java,unknown,122,"CI[36],VA[200],DTR[5],MCR[2]",False,True,CI;DTR;MCR;VA,,Java::unknown::122
Java,unknown,123,MCR[2],False,True,MCR,,Java::unknown::123
Java,unknown,124,WLI[205],False,True,WLI,,Java::unknown::124
Java,unknown,125,LOR[58],False,True,LOR,,Java::unknown::125
Java,unknown,126,DOC[16],False,True,DOC,,Java::unknown::126
Java,unknown,127,no,True,False,,,Java::unknown::127
Java,unknown,128,"CI[36], MRV[145],LOR[58]",False,True,CI;LOR;MRV,,Java::unknown::128
Java,unknown,129,WLI[205],False,True,WLI,,Java::unknown::129
Java,unknown,130,"MOCS[20],LOR[58}",False,True,LOR;MOCS,,Java::unknown::130
Java,unknown,131,"MOCS[20],LOR[58}",False,True,LOR;MOCS,,Java::unknown::131
Java,unknown,132,"MOCS[20],LOR[58}",False,True,LOR;MOCS,,Java::unknown::132
Java,unknown,133,SI[77],False,True,SI,,Java::unknown::133
Java,unknown,134,no,True,False,,,Java::unknown::134
Java,unknown,135,no,True,False,,,Java::unknown::135
Java,unknown,136,no,True,False,,,Java::unknown::136
Java,unknown,137,no,True,False,,,Java::unknown::137
Java,unknown,138,no,True,False,,,Java::unknown::138
Java,unknown,139,no,True,False,,,Java::unknown::139
Java,unknown,140,no,True,False,,,Java::unknown::140
Java,unknown,141,no,True,False,,,Java::unknown::141
Java,unknown,142,"CI[36],MCR[2],LOR[58],BR[140]",False,True,BR;CI;LOR;MCR,,Java::unknown::142
Java,unknown,143,LOR[58],False,True,LOR,,Java::unknown::143
Java,unknown,144,no,True,False,,,Java::unknown::144
Java,unknown,145,no,True,False,,,Java::unknown::145
Java,unknown,146,"MCR[2],MRV[145]",False,True,MCR;MRV,,Java::unknown::146
Java,unknown,147,no,True,False,,,Java::unknown::147
Java,unknown,148,no,True,False,,,Java::unknown::148
Java,unknown,149,no,True,False,,,Java::unknown::149
Java,unknown,150,"MCR[2],DOC[16]",False,True,DOC;MCR,,Java::unknown::150
Java,unknown,151,no,True,False,,,Java::unknown::151
Java,unknown,152,"MCR[2],CI[36]",False,True,CI;MCR,,Java::unknown::152
Java,unknown,153,no,True,False,,,Java::unknown::153
Java,unknown,154,no,True,False,,,Java::unknown::154
Java,unknown,155,no,True,False,,,Java::unknown::155
Java,unknown,156,no,True,False,,,Java::unknown::156
Java,unknown,157,no,True,False,,,Java::unknown::157
Java,unknown,158,no,True,False,,,Java::unknown::158
Java,unknown,159,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::159
Java,unknown,160,"MCR[2],LOR[58]",False,True,LOR;MCR,,Java::unknown::160
Java,unknown,161,CI[36],False,True,CI,,Java::unknown::161
Java,unknown,162,no,True,False,,,Java::unknown::162
Java,unknown,163,no,True,False,,,Java::unknown::163
Java,unknown,164,no,True,False,,,Java::unknown::164
Java,unknown,165,no,True,False,,,Java::unknown::165
Java,unknown,166,no,True,False,,,Java::unknown::166
Java,unknown,167,no,True,False,,,Java::unknown::167
Java,unknown,168,"MOCS[20],CR[6]",False,True,CR;MOCS,,Java::unknown::168
Java,unknown,169,no,True,False,,,Java::unknown::169
Java,unknown,170,no,True,False,,,Java::unknown::170
Java,unknown,171,"LOR[58],CI[36]",False,True,CI;LOR,,Java::unknown::171
Java,unknown,172,no,True,False,,,Java::unknown::172
Java,unknown,173,no,True,False,,,Java::unknown::173
Java,unknown,174,no,True,False,,,Java::unknown::174
Java,unknown,175,no,True,False,,,Java::unknown::175
Java,unknown,176,no,True,False,,,Java::unknown::176
Java,compress,Compress1,MCR[2],False,True,MCR,,Java::compress::Compress1
Java,unknown,2,No operator,True,False,,,Java::unknown::2
Java,unknown,3,"VA[200],CI[36]",False,True,CI;VA,,Java::unknown::3
Java,unknown,4,"MOD[?],MCR[2]",False,True,MCR,,Java::unknown::4
Java,unknown,5,"MOCS[20],LOR[58]",False,True,LOR;MOCS,,Java::unknown::5
Java,unknown,6,"MOCS[20],MCR[2]",False,True,MCR;MOCS,,Java::unknown::6
Java,unknown,7,"MOCS[20],DTR[5],MCR[2]",False,True,DTR;MCR;MOCS,,Java::unknown::7
Java,unknown,8,no,True,False,,,Java::unknown::8
Java,unknown,9,no,True,False,,,Java::unknown::9
Java,unknown,10,"MCR[2],FLI[205]",False,True,FLI;MCR,,Java::unknown::10
Java,unknown,11,CI[36],False,True,CI,,Java::unknown::11
Java,unknown,12,EI[38],False,True,EI,,Java::unknown::12
Java,unknown,13,"CI[36],MCR[2]",False,True,CI;MCR,,Java::unknown::13
Java,unknown,14,MOCS[20],False,True,MOCS,,Java::unknown::14
Java,unknown,15,"SI[77],MOCS[20],ROR[70]",False,True,MOCS;ROR;SI,,Java::unknown::15
Java,unknown,16,"MCR[2],CI[36]",False,True,CI;MCR,,Java::unknown::16
Java,unknown,17,WLI[205],False,True,WLI,,Java::unknown::17
Java,unknown,18,"WLI[205],MCR[2]",False,True,MCR;WLI,,Java::unknown::18
Java,unknown,19,ROR[70],False,True,ROR,,Java::unknown::19
Java,unknown,20,COR[10],False,True,ROR,,Java::unknown::20
Java,unknown,21,COR[10],False,True,ROR,,Java::unknown::21
Java,unknown,22,"SD[28],MRV[145]",False,True,MRV;SD,,Java::unknown::22
Java,unknown,23,"BWO[186],DTR[5]",False,True,BWO;DTR,,Java::unknown::23
Java,unknown,24,WLI[205],False,True,WLI,,Java::unknown::24
Java,unknown,25,"WLI[205],LOR[58],CI[36],MCR[2],MPM[93]",False,True,CI;LOR;MCR;MPM;WLI,,Java::unknown::25
Java,unknown,26,MCR[2],False,True,MCR,,Java::unknown::26
Java,unknown,27,DOC[16],False,True,DOC,,Java::unknown::27
Java,unknown,28,"CI[36],SR[183]",False,True,CI;SR,,Java::unknown::28
Java,unknown,29,no,True,False,,,Java::unknown::29
Java,unknown,30,CI[36],False,True,CI,,Java::unknown::30
Java,unknown,31,DOC[16],False,True,DOC,,Java::unknown::31
Java,unknown,32,DTR[5],False,True,DTR,,Java::unknown::32
Java,unknown,33,no,True,False,,,Java::unknown::33
Java,unknown,34,"MCR[2],MRV[145],MD[?]",False,True,MCR;MRV,,Java::unknown::34
Java,unknown,35,"MCR[2],DOC[16]",False,True,DOC;MCR,,Java::unknown::35
Java,unknown,36,"CI[36],MRV[145]",False,True,CI;MRV,,Java::unknown::36
Java,unknown,37,COR[10],False,True,ROR,,Java::unknown::37
Java,unknown,38,LOR[58],False,True,LOR,,Java::unknown::38
Java,unknown,39,no,True,False,,,Java::unknown::39
Java,unknown,40,no,True,False,,,Java::unknown::40
Java,unknown,41,"SR[183],MCR[2]",False,True,MCR;SR,,Java::unknown::41
Java,unknown,42,"VA[200],MRV[145]",False,True,MRV;VA,,Java::unknown::42
Java,unknown,43,MPM[93],False,True,MPM,,Java::unknown::43
Java,unknown,44,CI[36],False,True,CI,,Java::unknown::44
Java,unknown,45,"EI[?],SR[183]",False,True,EI;SR,,Java::unknown::45
Java,unknown,46,"LOR[58],COR[10]",False,True,LOR;ROR,,Java::unknown::46
Java,unknown,47,no,True,False,,,Java::unknown::47
Java,unknown,48,MPM[93],False,True,MPM,,Java::unknown::48
Java,unknown,50,no,True,False,,,Java::unknown::50
Java,unknown,52,"MPM[93],MCR[2]",False,True,MCR;MPM,,Java::unknown::52
Java,unknown,53,MRV[145],False,True,MRV,,Java::unknown::53
Java,jacksoncore,JacksonCore1,no,True,False,,,Java::jacksoncore::JacksonCore1
Java,unknown,2,no,True,False,,,Java::unknown::2
Java,unknown,3,VA[200],False,True,VA,,Java::unknown::3
Java,unknown,4,AOR[9],False,True,AOR,,Java::unknown::4
Java,unknown,5,IOR[199],False,True,AOR,,Java::unknown::5
Java,unknown,6,"CI[36], VA[200]",False,True,CI;VA,,Java::unknown::6
Java,unknown,7,LOR[58],False,True,LOR,,Java::unknown::7
Java,unknown,8,"BCO[17],LOR[58]",False,True,BCO;LOR,,Java::unknown::8
Java,unknown,9,no,True,False,,,Java::unknown::9
Java,unknown,10,"LOR[58], BWO[186]",False,True,BWO;LOR,,Java::unknown::10
Java,unknown,11,MCR[2],False,True,MCR,,Java::unknown::11
Java,unknown,12,no,True,False,,,Java::unknown::12
